"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
195;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.80";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;44702;166
196;"HP";"Notebook";17.3;"large";1920;1080;0;"1.60";8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";8;48698;127
197;"Razer";"Gaming";17.3;"large";3840;2160;1;"2.90";32;"SSD";1024;0;"Nvidia";" GeForce GTX 1080";"windows";32;324955;255
198;"HP";"Notebook";13.3;"small";1920;1080;0;"1.60";8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";8;51096;166
199;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";16;73473;127
200;"HP";"Notebook";17.3;"large";1920;1080;0;"1.80";8;"SSD";256;0;"Nvidia";" GeForce 930MX ";"windows";8;55678;127
201;"Dell";"Gaming";15.6;"medium";3840;2160;0;"2.80";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"windows";16;98302;282
202;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;26267;100
203;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";8;39534;141
204;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"windows";16;93187;141
205;"Dell";"Workstation";15.6;"medium";3840;2160;0;"3.00";16;"Hybrid";256;1024;"Nvidia";" Quadro M1200";"windows";16;162770;282
206;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"N/A";16;74485;141
207;"Dell";"Notebook";15.6;"medium";1366;768;1;"2.40";6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";6;23390;100
208;"Dell";"Ultrabook";13.3;"small";3840;2160;1;"1.80";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;103843;331
0;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;52161;166
211;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";8;41505;141
212;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";16;74965;127
213;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";4;18595;141
214;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"N/A";8;29251;141
215;"Huawei";"Ultrabook";13.0;"small";2160;1440;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;79867;200
216;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"1.80";8;"SSD";256;0;"AMD";" Radeon 530";"windows";8;49651;166
217;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 940MX";"N/A";8;31382;106
218;"HP";"Notebook";14.0;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;54932;157
219;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;61219;157
220;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.80";16;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";16;68145;166
221;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"AMD";" Radeon 520";"linux";8;36089;141
222;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;47899;157
223;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;72621;166
224;"HP";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;42304;141
225;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;130874;127
226;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;44329;141
227;"Dell";"Notebook";15.6;"medium";1920;1080;1;"2.70";16;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";16;45768;141
228;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 920MX ";"windows";8;40972;141
229;"Asus";"Notebook";17.3;"large";1920;1080;0;"2.50";8;"Hybrid";256;500;"Nvidia";" GeForce GTX 950M";"windows";8;47472;127
230;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"AMD";" FirePro W4190M ";"windows";8;67612;141
231;"Asus";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;21258;100
232;"HP";"Notebook";15.6;"medium";1366;768;0;"1.50";4;"HDD";500;0;"AMD";" Radeon R2";"windows";4;17582;100
233;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;79867;141
234;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;45768;157
235;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;36710;166
236;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";16;"SSD";256;0;"AMD";" Radeon R7 M445";"linux";16;47899;141
237;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";4;20779;100
238;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"windows";4;30636;141
239;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.90";32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1080";"windows";32;207259;127
240;"Acer";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;45075;141
241;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";8;"SSD";128;0;"Intel";" HD Graphics 520";"windows";8;31382;100
242;"Asus";"Notebook";17.3;"large";1920;1080;0;"1.80";8;"Hybrid";128;1024;"Nvidia";" GeForce 150MX";"windows";8;61006;127
243;"Asus";"Notebook";17.3;"large";1920;1080;0;"2.70";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 950M";"N/A";8;47366;127
244;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;46833;141
245;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;57489;158
246;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"Hybrid";128;2048;"AMD";" Radeon 530";"windows";8;52481;141
247;"HP";"Notebook";15.6;"medium";1366;768;1;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;29784;100
248;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.90";16;"SSD";256;0;"Nvidia";" GeForce GTX 1080";"windows";16;159787;127
249;"HP";"Notebook";13.3;"small";1920;1080;0;"1.60";4;"HDD";500;0;"Intel";" UHD Graphics 620";"windows";4;35964;166
250;"Apple";"Ultrabook";13.3;"small";2560;1600;0;"3.10";8;"SSD";512;0;"Intel";" Iris Plus Graphics 650";"macos";8;108691;227
251;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"1.80";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;43636;141
252;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"windows";16;95851;127
253;"Asus";"Notebook";15.6;"medium";1366;768;0;"3.00";4;"HDD";1024;0;"AMD";" Radeon R5 M420";"windows";4;24988;100
254;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;"1.80";8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";8;98515;158
255;"Acer";"Notebook";17.3;"large";1920;1080;0;"2.70";4;"SSD";256;0;"Nvidia";" GeForce MX130";"windows";4;37403;127
256;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;50563;166
257;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"SSD";128;0;"AMD";" Radeon R4 Graphics";"windows";8;23758;100
258;"HP";"Notebook";17.3;"large";1920;1080;0;"1.80";16;"HDD";1024;0;"Nvidia";" GeForce MX150";"windows";16;56424;127
259;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";16;133147;127
260;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.80";8;"SSD";512;0;"Nvidia";" GeForce GTX 1050M";"windows";8;90523;141
261;"Dell";"Notebook";17.3;"large";1920;1080;0;"1.80";8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";8;60846;127
262;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"SSD";256;0;"Intel";" HD Graphics 520";"N/A";4;23656;141
263;"HP";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;38468;141
264;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;35005;141
265;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";8;30103;141
266;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;42571;141
0;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.60";8;"SSD";512;512;"Intel";" UHD Graphics 620";"windows";8;52161;166
269;"HP";"Notebook";17.3;"large";1920;1080;0;"1.80";8;"HDD";1024;0;"Nvidia";" GeForce 930MX ";"windows";8;54239;127
270;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;46886;141
271;"Apple";"Ultrabook";13.3;"small";2560;1600;0;"2.90";8;"SSD";512;0;"Intel";" Iris Graphics 550";"macos";8;104370;227
272;"Asus";"Gaming";17.3;"large";1920;1080;0;"3.00";16;"Hybrid";256;1024;"AMD";" Radeon RX 580";"windows";16;82531;127
273;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"AMD";" Radeon 520";"linux";8;39165;141
274;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"2.60";16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";16;133147;210
275;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";500;0;"Nvidia";" GeForce 930M";"windows";8;43263;100
276;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.70";12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";12;37992;100
277;"Dell";"Notebook";17.3;"large";1920;1080;0;"1.80";8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";8;58555;127
278;"Acer";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"HDD";1024;0;"Nvidia";" GeForce MX130";"windows";8;39694;141
279;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";4;26054;106
280;"Lenovo";"Notebook";17.3;"large";1920;1080;0;"1.80";8;"HDD";2048;0;"Nvidia";" GeForce MX150";"N/A";8;45235;127
281;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.70";6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";6;45768;106
282;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M430";"linux";4;22804;141
283;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;44169;141
284;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";6;"SSD";256;0;"Intel";" HD Graphics 620";"windows";6;30849;141
285;"Acer";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"Nvidia";" GeForce MX150";"windows";8;50669;141
286;"Acer";"Notebook";15.6;"medium";1920;1080;1;"2.70";12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";12;35112;141
287;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";8;58448;141
288;"Asus";"Ultrabook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;52055;141
289;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;62817;141
290;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"N/A";8;35112;141
291;"Acer";"Notebook";15.6;"medium";1366;768;0;"1.50";2;"SSD";16;0;"Intel";" HD Graphics";"others";2;10603;100
292;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";8;63243;127
293;"HP";"Notebook";17.3;"large";1600;900;0;"2.00";8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";8;26054;106
294;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;97449;141
295;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;39374;141
296;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";8;69211;141
297;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"linux";8;52161;141
298;"Dell";"Workstation";17.3;"large";1920;1080;0;"2.90";16;"SSD";256;0;"Nvidia";" Quadro M1200";"windows";16;153705;127
299;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.40";6;"HDD";1024;0;"AMD";" Radeon R5 430";"windows";6;26587;141
300;"Asus";"Ultrabook";15.6;"medium";1920;1080;0;"2.70";16;"SSD";512;0;"Nvidia";" GeForce 940MX";"windows";16;78215;141
301;"Asus";"Notebook";14.0;"medium";1366;768;0;"2.40";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;27120;112
302;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;113060;127
303;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.50";6;"HDD";1024;0;"Nvidia";" GeForce GTX 940M";"windows";6;34579;106
304;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";2048;0;"Nvidia";" GeForce 940MX";"N/A";8;29251;100
305;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;67399;141
306;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 505";"N/A";4;19180;100
307;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.80";16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";16;105228;166
308;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 930M";"windows";8;55571;141
309;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";8;43636;141
310;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";4;24988;141
311;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;53227;166
312;"Dell";"Ultrabook";13.3;"small";3840;2160;1;"1.80";16;"SSD";1024;0;"Intel";" UHD Graphics 620";"windows";16;133147;331
313;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;111835;141
314;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.20";8;"SSD";256;0;"AMD";" Radeon R5";"windows";8;24988;141
315;"Asus";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.10";2;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";2;14652;135
316;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";8;44968;141
317;"HP";"2 in 1 Convertible";13.3;"small";3840;2160;1;"1.80";16;"SSD";1024;0;"Intel";" UHD Graphics 620";"windows";16;130483;331
318;"Lenovo";"Notebook";13.3;"small";1366;768;0;"1.60";4;"Flash Storage";16;0;"Intel";" HD Graphics 510";"others";4;24503;118
319;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;52214;157
320;"Acer";"Notebook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";128;0;"Intel";" HD Graphics 405";"windows";4;25841;135
321;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;68838;157
322;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.50";4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";4;31382;106
323;"Asus";"Notebook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;58288;157
324;"HP";"Notebook";15.6;"medium";1366;768;0;"1.80";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;48059;100
325;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.70";8;"SSD";256;0;"AMD";" Radeon RX 540";"windows";8;35112;100
326;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;15558;112
327;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.50";6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";6;29251;100
328;"Asus";"Ultrabook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;55939;141
329;"HP";"Ultrabook";12.5;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;71129;176
330;"Dell";"Notebook";15.6;"medium";3840;2160;1;"2.80";32;"SSD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";32;140606;282
331;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;63883;127
332;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;50243;141
333;"Asus";"Notebook";14.0;"medium";1920;1080;0;"2.70";8;"Hybrid";256;1024;"Intel";" HD Graphics 620";"windows";8;71076;157
334;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";4;23923;141
335;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;53227;141
0;"HP";"Notebook";14.0;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;52161;157
338;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;60952;141
339;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 500";"linux";4;14651;100
340;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;60886;141
341;"Dell";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics";"linux";4;14647;100
342;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"3.60";12;"HDD";2048;0;"AMD";" Radeon 530";"windows";12;47899;141
343;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.40";8;"HDD";1024;0;"Nvidia";" GeForce 930MX ";"windows";8;38148;141
344;"Lenovo";"2 in 1 Convertible";13.9;"small";3840;2160;1;"1.80";16;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";16;111835;317
345;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"1.80";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;84129;166
346;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;2048;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;60153;141
347;"HP";"Notebook";14.0;"medium";1366;768;0;"1.60";2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";2;14865;112
348;"Dell";"Ultrabook";15.6;"medium";1920;1080;0;"1.90";16;"SSD";512;256;"Intel";" UHD Graphics 620";"windows";16;85672;141
349;"Asus";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;19980;135
0;"Dell";"Ultrabook";15.6;"medium";1920;1080;0;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;52161;141
352;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;69477;141
353;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;75072;127
354;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" Quadro M1200";"windows";8;92615;141
355;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";16;"SSD";512;0;"Nvidia";" GeForce 930M";"windows";16;74752;141
356;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"Hybrid";128;2048;"AMD";" Radeon 530";"windows";8;51730;141
357;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 500";"N/A";4;17156;100
358;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";8;53227;141
359;"Dell";"Notebook";15.6;"medium";1366;768;1;"2.50";8;"HDD";2048;0;"Intel";" HD Graphics 620";"windows";8;29697;100
360;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;76031;157
361;"HP";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;23390;100
362;"Asus";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;50350;157
363;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.50";6;"Hybrid";128;1024;"Nvidia";" GeForce GTX 940MX";"windows";6;38308;106
364;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;34046;141
365;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";8;"SSD";256;0;"Nvidia";" GeForce 920MX ";"N/A";8;26587;100
366;"HP";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"HDD";2048;0;"Intel";" HD Graphics 405";"windows";8;20726;100
367;"Dell";"Notebook";17.3;"large";1920;1080;0;"1.60";8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";8;57809;127
368;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"N/A";8;43104;141
369;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"AMD";" Radeon R7 M445";"windows";8;47899;141
370;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;93240;157
371;"Asus";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.70";12;"Hybrid";512;2048;"Nvidia";" GeForce GT 940MX";"windows";12;58555;141
372;"Acer";"Notebook";15.6;"medium";1366;768;0;"3.00";4;"SSD";128;0;"AMD";" Radeon R5";"windows";4;22697;100
373;"Asus";"Gaming";17.3;"large";1920;1080;0;"3.00";16;"Hybrid";256;1024;"AMD";" Radeon RX 580";"windows";16;117163;127
374;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.20";4;"SSD";128;0;"AMD";" Radeon R5";"windows";4;26054;106
375;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.80";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;46301;166
376;"HP";"Notebook";15.6;"medium";1920;1080;0;"3.00";4;"SSD";256;0;"AMD";" Radeon R5";"windows";4;26053;141
377;"Lenovo";"Netbook";11.6;"small";1366;768;0;"1.10";4;"SSD";128;0;"Intel";" HD Graphics 500";"windows";4;29464;135
378;"Dell";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics 400";"windows";4;16464;100
379;"Asus";"Notebook";14.0;"medium";1366;768;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;15238;112
380;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";8;45075;141
381;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;63456;127
382;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"N/A";4;21498;141
383;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;88178;141
384;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;58555;157
385;"Asus";"Ultrabook";13.3;"small";1920;1080;1;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;93181;166
